ticker,date,exchange_platform,trade_volume,trade_price
pumlxusdt,2024-09-21T01:05:22.505+10:00,kucoin,5393.0,0.00302
cetususdt,2024-09-21T01:05:22.465+10:00,okex,5645.5035,0.09864971658860898
bananausdt,2024-09-21T01:05:22.529+10:00,huobi,1.5476,40.0641
trbusd,2024-09-21T01:05:20.700+10:00,gdax,4.670999999999999,68.55399058017557
sqrusdt,2024-09-21T01:05:22.514+10:00,kucoin,180.23,0.0526
cotiusdt,2024-09-21T01:05:22.532+10:00,binance,74455.0,0.12299378725404607
aliceusdt,2024-09-21T01:05:22.546+10:00,binance,20.81,1.105
flowusdt,2024-09-21T01:05:22.560+10:00,huobi,1483.8488000000002,0.5937507322107212
icxusdt,2024-09-21T01:05:22.549+10:00,binance,38.0,0.1423
pepetry,2024-09-21T01:05:22.551+10:00,binance,1.7739932E7,2.8187E-4
hcusdt,2024-09-21T01:05:22.520+10:00,mexc,68.54,0.01839
ctxcusdt,2024-09-21T01:05:22.505+10:00,mexc,7.47,0.1687
mocausdt,2024-09-21T01:05:22.580+10:00,huobi,3626.6634,0.10831000000000002
swftcusdt,2024-09-21T01:05:22.587+10:00,huobi,8907.619,0.0035122
api3usdt,2024-09-21T01:05:22.592+10:00,huobi,24.6992,1.6195
pundixusdt,2024-09-21T01:05:22.598+10:00,huobi,90.8268,0.44039999999999996
forthusdt,2024-09-21T01:05:22.587+10:00,binance,8.57,3.229
fxsusdt,2024-09-21T01:05:22.605+10:00,huobi,224.1593,2.003906624797633
polcusdt,2024-09-21T01:05:22.618+10:00,huobi,1854.19,0.007005
alpineusdt,2024-09-21T01:05:22.572+10:00,mexc,3.67,1.2957
winusdt,2024-09-21T01:05:22.608+10:00,poloniex,8657867.500000002,9.124196032210008E-5
rpkusdt,2024-09-21T01:05:22.632+10:00,huobi,12992.469,0.007171
dcusdt,2024-09-21T01:05:22.593+10:00,mexc,4990.1,2.524E-4
bttcusdt,2024-09-21T01:05:22.620+10:00,poloniex,8.3428636E8,9.052510463875976E-7
rvnusdt,2024-09-21T01:05:22.602+10:00,binance,309.2,0.01825
hntusdt,2024-09-21T01:05:22.422+10:00,bibox,3.704,7.06
dymusdt,2024-09-21T01:05:22.624+10:00,binance,1333.0999999999997,2.0306892956267353
1000satsusdt,2024-09-21T01:05:22.620+10:00,binance,1.1849473E7,3.1062718225527837E-4
uftusdt,2024-09-21T01:05:22.624+10:00,binance,25.0,0.2341
tngospcrvusdusdt,2024-09-21T01:05:21.000+10:00,curvefiarbitrum,1.0E-13,0.9955552751947396
dotusd,2024-09-21T01:05:22.721+10:00,gdax,5.02283105,4.377
bnbbtc,2024-09-21T01:05:22.641+10:00,binance,0.095,0.008999
rezusdt,2024-09-21T01:05:22.649+10:00,huobi,2375.297,0.0421
algousd,2024-09-21T01:05:22.722+10:00,gdax,17.9,0.1345
unfiusdt,2024-09-21T01:05:22.602+10:00,mexc,625.78,2.746
weethusd,2024-09-21T01:05:22.729+10:00,tiingo,1.0E-7,2661.440003060209
portalusdt,2024-09-21T01:05:22.669+10:00,huobi,252.19850000000002,0.30381647487990615
avaxusdt,2024-09-21T01:05:22.664+10:00,poloniex,23.437756,28.102449166208576
pdausdt,2024-09-21T01:05:22.634+10:00,mexc,25.79,0.048859999999999994
pondusdt,2024-09-21T01:05:22.623+10:00,mexc,752.2,0.0136
runeusdt,2024-09-21T01:05:22.680+10:00,huobi,70.2243,4.549160753186576
ldousd,2024-09-21T01:05:22.754+10:00,gdax,3622.18,1.0889001319647285
ioiusdt,2024-09-21T01:05:22.673+10:00,kucoin,5605.8774,0.01719
jstusdt,2024-09-21T01:05:22.669+10:00,poloniex,43145.522999999994,0.02849422586800025
belusdt,2024-09-21T01:05:22.683+10:00,binance,19.0,0.629
nearusdt,2024-09-21T01:05:22.679+10:00,poloniex,65.10191,4.442937352682894
ankrusdt,2024-09-21T01:05:22.686+10:00,binance,5693.3,0.028347025802258796
briseusdt,2024-09-21T01:05:22.697+10:00,huobi,1.41818418E8,8.5E-8
mkrusd,2024-09-21T01:05:22.771+10:00,gdax,1.279003,1566.7673667536353
forusdt,2024-09-21T01:05:22.618+10:00,bibox,222.5725,0.00372
tonbtc,2024-09-21T01:05:22.710+10:00,binance,2.04,9.063E-5
doviusdt,2024-09-21T01:05:22.716+10:00,huobi,485.6902,0.0884
bonkusdt,2024-09-21T01:05:22.679+10:00,okex,1362959.0,1.8470853260442907E-5
soulusdt,2024-09-21T01:05:22.739+10:00,huobi,116828.652,3.624000000000001E-4
wavesusdt,2024-09-21T01:05:22.757+10:00,huobi,110.50999999999999,1.0876998009229935
dydxusdt,2024-09-21T01:05:22.759+10:00,huobi,238.661,0.9828525400463419
tngospageurusdc,2024-09-21T01:05:21.000+10:00,uniswapv3arbitrum,1.0E-13,1.1133449746335529
fitfiusdt,2024-09-21T01:05:22.767+10:00,huobi,29624.9392,0.0030470000000000002
ctcusdt,2024-09-21T01:05:22.780+10:00,huobi,450.00030000000004,0.44935641627350026
gmmusdt,2024-09-21T01:05:22.778+10:00,mexc,9079.78,1.3927E-4
tngospcrvusdusdc,2024-09-21T01:05:21.000+10:00,curvefiarbitrum,1.0E-13,0.9956311568473004
pdausdt,2024-09-21T01:05:22.778+10:00,binance,2643.5,0.04889999999999999
ontusdt,2024-09-21T01:05:22.773+10:00,binance,42.0,0.1868
tngospwstetheth,2024-09-21T01:05:21.000+10:00,balancerarbitrum,1.0E-13,1.177168592371899
btcusdt,2024-09-21T01:05:22.703+10:00,bibox,0.0057940000000000005,63877.6488781498
qkcusdt,2024-09-21T01:05:22.794+10:00,binance,69369.0,0.00919
solusdt,2024-09-21T01:05:06.000+10:00,raydium,0.009529562,148.57765760902757
galausd,2024-09-21T01:05:22.000+10:00,bitstamp,1000.0,0.02038
duskusdt,2024-09-21T01:05:22.816+10:00,binance,734.0,0.2298
sandusdt,2024-09-21T01:05:22.842+10:00,poloniex,507.67490000000004,0.27264852666539147
nexgusdt,2024-09-21T01:05:22.860+10:00,kucoin,31246.800000000003,0.0044412481278082875
nexgusdt,2024-09-21T01:05:22.860+10:00,kucoin,218.8,0.00453353747714808
linkusdt,2024-09-21T01:05:22.869+10:00,binance,464.45,11.620786952309183
balusdt,2024-09-21T01:05:22.874+10:00,mexc,3.61,1.99
dkausdt,2024-09-21T01:05:22.889+10:00,huobi,1383.49,0.02038515571489494
scrtusdt,2024-09-21T01:05:22.881+10:00,mexc,44.31,0.2187
xcnusdt,2024-09-21T01:05:22.895+10:00,huobi,29368.576,0.001362
zeususdt,2024-09-21T01:05:22.880+10:00,poloniex,204463.6,1.8925741305542893E-5
nexgusdt,2024-09-21T01:05:22.885+10:00,kucoin,1759.0,0.004553857305287095
sundogusdt,2024-09-21T01:05:22.896+10:00,huobi,3856.0755999999997,0.33564944489988735
nexgusdt,2024-09-21T01:05:22.885+10:00,kucoin,117.6,0.004593988095238096
nexgusdt,2024-09-21T01:05:22.885+10:00,kucoin,292.4,0.00461
bnxtry,2024-09-21T01:05:22.895+10:00,binance,857.2,50.0712599160056
mxcusdt,2024-09-21T01:05:22.923+10:00,huobi,3267.0200000000004,0.007187488524710591
bondusdt,2024-09-21T01:05:22.913+10:00,gateio,976.23,2.400043022648351
arrrusdt,2024-09-21T01:05:22.929+10:00,mexc,156.34,0.17871031086094408
mxusdt,2024-09-21T01:05:22.934+10:00,mexc,739.5799999999999,3.9880815070715805
alphausdt,2024-09-21T01:05:22.939+10:00,mexc,20.13,0.0626
uftusdt,2024-09-21T01:05:22.948+10:00,huobi,171.16,0.23369999999999996
rlyusdt,2024-09-21T01:05:22.957+10:00,huobi,2131.72,0.005955
htusdt,2024-09-21T01:05:22.941+10:00,poloniex,398.91527,0.23886437711446842
solusdc,2024-09-21T01:05:06.000+10:00,meteora,0.064271621,148.61079978051276
solusdc,2024-09-21T01:05:06.000+10:00,raydium,0.064271621,148.61079978051276
crvusd,2024-09-21T01:05:23.051+10:00,gdax,1028.12,0.2874604374975684
santosusdt,2024-09-21T01:05:22.978+10:00,binance,10.3,2.7
daiusd,2024-09-21T01:05:23.057+10:00,gdax,7.00268,0.9999
dogeusdt,2024-09-21T01:05:22.987+10:00,poloniex,8340.398,0.10686094726114993
tomiusdt,2024-09-21T01:05:22.972+10:00,bybit,1998.4,0.0522
tomiusdt,2024-09-21T01:05:22.972+10:00,bybit,1998.4,0.0522
mxmusdt,2024-09-21T01:05:23.010+10:00,mexc,3645.77,0.00992
waxpusdt,2024-09-21T01:05:23.018+10:00,huobi,2619.33,0.033798000710105254
ksmusdt,2024-09-21T01:05:23.027+10:00,huobi,5.192,21.223390909090906
axsusdt,2024-09-21T01:05:23.038+10:00,huobi,27.8747,5.031843240644742
pandousdt,2024-09-21T01:05:23.054+10:00,huobi,97585.2444,1.33E-4
opusdt,2024-09-21T01:05:23.049+10:00,binance,16482.17,1.683399278129033
ontusdt,2024-09-21T01:05:23.066+10:00,huobi,1324.3706,0.1853
opusdt,2024-09-21T01:05:23.052+10:00,kucoin,130.0,1.683
rayusdt,2024-09-21T01:05:23.062+10:00,mexc,4.76,1.6369
pendleusdc,2024-09-21T01:05:23.062+10:00,binance,93.0,3.5901010752688176
opusdt,2024-09-21T01:05:23.030+10:00,okex,2658.5905000000002,1.6826300144569086
tomiusdt,2024-09-21T01:05:23.054+10:00,bybit,1439.32,0.052099999999999994
ladysusdt,2024-09-21T01:05:23.065+10:00,mexc,7.3618267E7,1.0007E-7
tomiusdt,2024-09-21T01:05:23.054+10:00,bybit,1439.32,0.052099999999999994
opusdt,2024-09-21T01:05:23.036+10:00,okex,170.6307,1.6845256432752138
agldusdt,2024-09-21T01:05:22.936+10:00,bibox,0.09920000000000001,0.9020695564516128
ladysusdt,2024-09-21T01:05:23.065+10:00,mexc,6.4125281E7,1.0032E-7
opusdc,2024-09-21T01:05:23.042+10:00,okex,59.9045,1.6839
briseusdt,2024-09-21T01:05:23.092+10:00,mexc,1.24021783E8,8.443E-8
ezethusd,2024-09-21T01:05:23.162+10:00,tiingo,1.0E-7,2590.0599336135797
stepeur,2024-09-21T01:05:23.121+10:00,kraken,308.37004405,0.0454
imxusdt,2024-09-21T01:05:23.100+10:00,huobi,49.6322,1.573356531646794
blzusdt,2024-09-21T01:05:23.093+10:00,binance,6273.0,0.15541005898294277
wbtcusdt,2024-09-21T01:05:23.099+10:00,mexc,2.0E-4,63772.47
zkjusdt,2024-09-21T01:05:23.054+10:00,okex,37.4344,1.1573
aktusdt,2024-09-21T01:05:23.111+10:00,huobi,14.808,2.7013
linkusdt,2024-09-21T01:05:23.060+10:00,okex,1.1614,11.621741691062512
rezusdt,2024-09-21T01:05:23.115+10:00,binance,755.3,0.0421
usdcusdt,2024-09-21T01:05:23.112+10:00,binance,1309.0,0.9998098548510312
